Q1291577	Q4093	P937	Edward Arthur Walton	Glasgow	work location
Q13219831	Q61	P937	John Stewart	Washington, D.C.	work location
Q5218755	Q18013	P937	Daniel Showalter	Sacramento	work location
Q60872	Q64	P937	Brigitte Zypries	Berlin	work location
Q1695814	Q365	P937	Johann Peter Weyer	Cologne	work location
Q3705647	Q220	P937	Deodato Scanderebech	Rome	work location
Q2457141	Q43631	P937	Paul Verhuyck	Leiden	work location
Q7650828	Q28515	P937	Suzanne Deuchler	Springfield	work location
Q1432600	Q1891	P937	Giovanni Antonio Fumiani	Bologna	work location
Q5664137	Q2887	P937	Alcibíades Roldán Álvarez	Santiago	work location
Q18233414	Q1773	P937	Gatis Sprūds	Riga	work location
Q43246901	Q84	P937	Horatio Nelson King	London	work location
Q2173895	Q586	P937	Rudolf Stichweh	Bonn	work location
Q18937348	Q1486	P937	Pedro Antonio Luna	Buenos Aires	work location
Q590576	Q22	P937	David Allan	Scotland	work location
Q1452020	Q365	P937	Karina Türr	Cologne	work location
Q2127922	Q64	P937	Maria Barnas	Berlin	work location
Q2174379	Q1715	P937	Friedrich Rudolf Theodor Berg	Hanover	work location
Q2100080	Q9920	P937	Pieter Gerritsz van Roestraten	Haarlem	work location
Q22235991	Q90	P937	André Goezu	Paris	work location
Q38367098	Q90	P937	Jean Julien Deltil	Paris	work location
Q2936265	Q70	P937	Candid Hochstrasser	Bern	work location
Q1579850	Q1707	P937	Hans Goldschmidt	Kiel	work location
Q51589126	Q84	P937	Thomas Knight	London	work location
Q456371	Q1726	P937	Otto Eckmann	Munich	work location
Q14086407	Q1636298	P937	Daniel Osés Ramírez	Nalda	work location
Q7025538	Q16559	P937	Nicholas Henry Darnell	Austin	work location
Q19245899	Q1486	P937	Humberto Pierangeli Vera	Buenos Aires	work location
Q1742416	Q1309	P937	Kiran Klaus Patel	Maastricht	work location
Q1282213	Q2966	P937	Klaus Friese	Heidelberg	work location
Q14088681	Q1772237	P937	Antonia Diaz Garrido	Griñón	work location
Q170559	Q220	P937	Benedict V	Rome	work location
Q830039	Q4149	P937	Wolfram Kurschat	Neustadt an der Weinstraße	work location
Q334078	Q84	P937	Richard Haldane, 1st Viscount Haldane	London	work location
